substance_a,substance_b,substance_a_norm,substance_b_norm,severity,ansm_codes,mechanism,conduct,source_page
ALDESLEUKINE,PRODUITS DE CONTRASTE IODÉS,aldesleukine,produits de contraste iodes,low,APEC,"Majoration du risque de réaction aux produits de contraste en cas de traitement antérieur par interleukine 2 : éruption cutanée ou plus rarement hypotension, oligurie voire insuffisance rénale.",,10
ALFENTANIL,CIMETIDINE,alfentanil,cimetidine,moderate,PE,Avec la cimétidine utilisée à des doses supérieures ou égales à 800 mg/j : augmentation de l'effet dépresseur respiratoire de l'analgésique opiacé par diminution de son métabolisme hépatique.,Adapter la posologie de l'alfentanil en cas de traitement par la cimétidine.,10
ALFENTANIL,DILTIAZEM,alfentanil,diltiazem,moderate,PE,Augmentation de l'effet dépresseur respiratoire de l'analgésique opiacé par diminution de son métabolisme hépatique.,Adapter la posologie de l'alfentanil en cas de traitement par le diltiazem.,10
ALFENTANIL,ERYTHROMYCINE,alfentanil,erythromycine,moderate,PE,Augmentation de l'effet dépresseur respiratoire de l'analgésique opiacé par diminution de son métabolisme hépatique.,Adapter la posologie de l'alfentanil en cas de traitement par l'érythromycine.,10
ALFENTANIL,FLUCONAZOLE,alfentanil,fluconazole,moderate,PE,Augmentation de l'effet dépresseur respiratoire de l'analgésique opiacé par diminution de son métabolisme hépatique.,Adapter la posologie de l'alfentanil en cas de traitement par le fluconazole.,10
ALFENTANIL,INHIBITEURS PUISSANTS DU CYP3A4,alfentanil,inhibiteurs puissants du cyp3a4,moderate,PE,Augmentation de l'effet dépresseur respiratoire de l'analgésique opiacé par diminution de son métabolisme hépatique.,Surveillance clinique et adaptation de la posologie de l’analgésique opiacé en cas de traitement par un inhibiteur puissant du CYP3A4.,10
ALFUZOSINE,INHIBITEURS PUISSANTS DU CYP3A4,alfuzosine,inhibiteurs puissants du cyp3a4,high,ASDEC,Risque d’augmentation des concentrations plasmatiques de l’alfuzosine et de ses effets indésirables.,,11
ALFUZOSINE,OMBITASVIR + PARITAPRÉVIR,alfuzosine,ombitasvir + paritaprevir,critical,CI,Augmentation des concentrations plasmatiques de l'afuzosine par diminution de son métabolisme hépatique par la bithérapie.,,11
ALLOPURINOL,ANTIVITAMINES K,allopurinol,antivitamines k,moderate,PE,Augmentation du risque hémorragique.,Contrôle plus fréquent de l'INR. Adaptation éventuelle de la posologie de l'antivitamine K pendant le traitement par l'allopurinol et 8 jours après son arrêt.,11
ALLOPURINOL,DIDANOSINE,allopurinol,didanosine,high,ASDEC,Augmentation des concentrations plasmatiques de didanosine et de ses effets indésirables.,,11
ALLOPURINOL,PÉNICILLINES A,allopurinol,penicillines a,low,APEC,Risque accru de réactions cutanées.,,11
ALLOPURINOL,VIDARABINE,allopurinol,vidarabine,high,ASDEC,"Risque accru de troubles neurologiques (tremblements, confusion) par inhibition partielle du métabolisme de l'antiviral.",,11
ALPHABLOQUANTS À VISÉE UROLOGIQUE,ANTIHYPERTENSEURS ALPHA-BLOQUANTS,alphabloquants a visee urologique,antihypertenseurs alpha-bloquants,high,ASDEC,Majoration de l'effet hypotenseur. Risque d'hypotension orthostatique sévère.,,11
ALPHABLOQUANTS À VISÉE UROLOGIQUE,ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS,alphabloquants a visee urologique,antihypertenseurs sauf alpha-bloquants,low,APEC,Majoration de l'effet hypotenseur. Risque d'hypotension orthostatique majoré.,,11
ALPHABLOQUANTS À VISÉE UROLOGIQUE,INHIBITEURS DE LA PHOSPHODIESTERASE DE TYPE 5,alphabloquants a visee urologique,inhibiteurs de la phosphodiesterase de type 5,high,ASDEC;PE,"Risque d’hypotension orthostatique, notamment chez le sujet âgé.",Association déconseillée : - avec la doxazosine Précaution d'emploi : - avec les autres alpha-bloquants Débuter le traitement aux posologies minimales recommandées et adapter progressivement les doses si besoin.,11
ALPRAZOLAM,INHIBITEURS PUISSANTS DU CYP3A4,alprazolam,inhibiteurs puissants du cyp3a4,low,APEC,Possible augmentation de l'effet sédatif de l'alprazolam.,,11
ALUMINIUM (SELS),CITRATES,aluminium (sels),citrates,moderate,PE,"Risque de facilitation du passage systémique de l’aluminium, notamment en cas de fonction rénale altérée.","Prendre les topiques gastro-intestinaux à base d'aluminium à distance des citrates (plus de 2 heures si possible), y compris les citrates naturels (jus d'agrumes).",11
AMBRISENTAN,CICLOSPORINE,ambrisentan,ciclosporine,low,APEC,"Doublement des concentrations d’ambrisentan, avec majoration de l’effet vasodilatateur (céphalées).",,12
AMINOSIDES,AUTRES AMINOSIDES,aminosides,autres aminosides,critical,CI;APEC,Risque accru de néphrotoxicité et d'ototoxicité (l'ototoxicité est cumulative en cas d'administrations successives).,Contre-indication : - en cas d'administration simultanée A prendre en compte : - en cas d'administrations successives,12
AMINOSIDES,AMPHOTERICINE B,aminosides,amphotericine b,low,APEC,Avec l'amphotéricine B administrée par voie IV : risque accru de néphrotoxicité.,,12
AMINOSIDES,ATALUREN,aminosides,ataluren,critical,CI,Risque de potentialisation de la toxicité rénale de l’aminoside.,,12
AMINOSIDES,BOTULIQUE (TOXINE),aminosides,botulique (toxine),high,ASDEC,Risque d'augmentation des effets de la toxine botulique avec les aminosides (par extrapolation à partir des effets observés au cours du botulisme).,Utiliser un autre antibiotique.,12
AMINOSIDES,CEFALOTINE,aminosides,cefalotine,moderate,PE,L'augmentation de la néphrotoxicité des aminosides par la céfalotine est discutée.,Surveillance de la fonction rénale.,12
AMINOSIDES,CICLOSPORINE,aminosides,ciclosporine,low,APEC,"Augmentation de la créatininémie plus importante que sous ciclosporine seule, avec majoration du risque néphrotoxique.",,12
AMINOSIDES,CURARES,aminosides,curares,moderate,PE,"Potentialisation des curares lorque l'antibiotique est administré par voie parentérale et/ou péritonéale avant, pendant ou après l'agent curarisant.",Surveiller le degré de curarisation en fin d'anesthésie.,12
AMINOSIDES,DIURÉTIQUES DE L'ANSE,aminosides,diuretiques de l'anse,moderate,PE,Augmentation des risques néphrotoxiques et ototoxiques de l'aminoside (insuffisance rénale fonctionnelle liée à la déshydratation entraînée par le diurétique).,"Association possible sous contrôle de l'état d'hydratation, des fonctions rénale et cochléovestibulaire, et éventuellement, des concentrations plasmatiques de l'aminoside.",12
AMINOSIDES,ORGANOPLATINES,aminosides,organoplatines,low,APEC,"Addition des effets néphrotoxiques et/ou ototoxiques, notamment en cas d'insuffisance rénale préalable.",,12
AMINOSIDES,POLYMYXINE B,aminosides,polymyxine b,high,ASDEC,Addition des effets néphrotoxiques.,"Si l'association ne peut être évitée, surveillance stricte avec une justification bactériologique indiscutable.",12
AMINOSIDES,TACROLIMUS,aminosides,tacrolimus,low,APEC,Augmentation de la créatininémie plus importante que sous tacrolimus seul (synergie des effets néphrotoxiques des deux substances).,,12
AMIODARONE,AFATINIB,amiodarone,afatinib,moderate,PE,Augmentation des concentrations plasmatiques d’afatinib par augmentation de son absorption par l'amiodarone.,"Il est recommandé d’administrer l'amiodarone le plus à distance possible de l’afatinib, en respectant de préférence un intervalle de 6 heures ou de 12 heures par rapport à la prise d’afatinib.",13
AMIODARONE,ANTIVITAMINES K,amiodarone,antivitamines k,moderate,PE,Augmentation de l'effet de l'antivitamine K et du risque hémorragique.,Contrôle plus fréquent de l'INR. Adaptation éventuelle de la posologie de l'antivitamine K pendant le traitement par l'amiodarone et jusqu'à 4 semaines après son arrêt.,13
AMIODARONE,BÊTA-BLOQUANTS (SAUF ESMOLOL ET SOTALOL) (Y COMPRIS COLLYRES),amiodarone,beta-bloquants (sauf esmolol et sotalol) (y compris collyres),moderate,PE,Troubles de l'automatisme et de la conduction (suppression des mécanismes sympathiques compensateurs).,Surveillance clinique et ECG.,13
AMIODARONE,BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,amiodarone,beta-bloquants dans l'insuffisance cardiaque,moderate,PE,Troubles de l'automatisme et de la conduction cardiaque avec risque de bradycardie excessive.,Surveillance clinique et ECG régulière.,13
AMIODARONE,CICLOSPORINE,amiodarone,ciclosporine,high,ASDEC,"Augmentation des concentrations sanguines de ciclosporine, par diminution de son métabolisme hépatique, avec risque d'effets néphrotoxiques.","Dosage des concentrations sanguines de ciclosporine, contrôle de la fonction rénale et adaptation de la posologie de la ciclosporine pendant le traitement par l'amiodarone.",13
AMIODARONE,COBICISTAT,amiodarone,cobicistat,critical,CI,Risque de majoration des effets indésirables de l'amiodarone par diminution de son métabolisme par le cobicistat.,,13
AMIODARONE,DABIGATRAN,amiodarone,dabigatran,moderate,PE,"Augmentation des concentrations plasmatiques de dabigatran, avec majoration du risque de saignement.","Dans l'indication post-chirurgicale : surveillance clinique et adaptation de la posologie du dabigatran si nécessaire, sans excéder 150 mg/j.",13
AMIODARONE,DIGOXINE,amiodarone,digoxine,moderate,PE,"Dépression de l'automatisme (bradycardie excessive) et troubles de la conduction auriculo-ventriculaire. De plus, augmentation de la digoxinémie par diminution de la clairance de la digoxine.","Surveillance clinique, ECG et, s'il y a lieu, contrôle de la digoxinémie et adaptation de la posologie de la digoxine.",13
AMIODARONE,DILTIAZEM,amiodarone,diltiazem,high,ASDEC;PE,"Pour diltiazem voie injectable : risque de bradycardie et de bloc auriculo-ventriculaire Pour diltiazem per os : risque de bradycardie ou de bloc auriculo- ventriculaire, notamment chez les personnes âgées.","Association déconseillée avec : - le diltiazem IV Si l'association ne peut être évitée, surveillance clinique et ECG continu. Précaution d'emploi avec : - le diltiazem per os Surveillance clinique et ECG.",13
AMIODARONE,DOCETAXEL,amiodarone,docetaxel,moderate,PE,Risque de majoration des effets indésirables du docétaxel par diminution de son métabolisme hépatique par l’amiodarone,Surveillance clinique et adaptation éventuelle de la posologie du docétaxel.,13
AMIODARONE,ESMOLOL,amiodarone,esmolol,moderate,PE,"Troubles de la contractilité, de l'automatisme et de la conduction (suppression des mécanismes sympathiques compensateurs).",Surveillance clinique et ECG.,13
AMIODARONE,FIDAXOMICINE,amiodarone,fidaxomicine,high,ASDEC,Augmentation des concentrations plasmatiques de la fidaxomicine.,,13
AMIODARONE,FLUCONAZOLE,amiodarone,fluconazole,moderate,PE,Risque d’allongement de l’intervalle QT.,"Surveillance clinique, particulièrement aux fortes doses de fluconazole (800 mg/j).",13
AMIODARONE,IBRUTINIB,amiodarone,ibrutinib,high,ASDEC,Risque d'augmentation des concentrations plasmatiques d’ibrutinib par diminution de son métabolisme hépatique par l’amiodarone.,"Si l’association ne peut être évitée, surveillance clinique étroite et réduction de la dose d’ibrutinib à 280 mg par jour pendant la durée de l’association.",14
AMIODARONE,LIDOCAINE,amiodarone,lidocaine,moderate,PE,"Risque d’augmentation des concentrations plasmatiques de lidocaïne, avec possibilité d’effets indésirables neurologiques et cardiaques, par diminution de son métabolisme hépatique par l’amiodarone.","Surveillance clinique, ECG et éventuellement contrôle des concentrations plasmatiques de lidocaïne. Si besoin, adaptation de la posologie de la lidocaïne pendant le traitement par amiodarone et après son arrêt.",14
AMIODARONE,NINTÉDANIB,amiodarone,nintedanib,moderate,PE,Augmentation des concentrations plasmatiques du nintédanib par augmentation de son absorption par l'amiodarone.,Surveillance clinique pendant l’association.,14
AMIODARONE,OLAPARIB,amiodarone,olaparib,high,ASDEC,Augmentation des concentrations plasmatiques d’olaparib par l' amiodarone,"Si l’association ne peut être évitée, limiter la dose d’olaparib à 200 mg 2 fois par jour avec l’amiodarone.",14
AMIODARONE,OMBITASVIR + PARITAPRÉVIR,amiodarone,ombitasvir + paritaprevir,critical,CI,Augmentation des concentrations plasmatiques de l'amiodarone par diminution de son métabolisme hépatique par la bithérapie.,,14
AMIODARONE,ORLISTAT,amiodarone,orlistat,moderate,PE,Risque de diminution des concentrations plasmatiques de l'amiodarone et de son métabolite actif.,"Surveillance clinique et, si besoin, ECG.",14
AMIODARONE,PACLITAXEL,amiodarone,paclitaxel,moderate,PE,Risque de majoration des effets indésirables du paclitaxel par diminution de son métabolisme hépatique par l’amiodarone.,Surveillance clinique et adaptation éventuelle de la posologie du paclitaxel.,14
AMIODARONE,"PHÉNYTOÏNE (ET, PAR EXTRAPOLATION, FOSPHÉNYTOÏNE)",amiodarone,"phenytoine (et, par extrapolation, fosphenytoine)",high,ASDEC,"Majoration du risque de troubles du rythme ventriculaire par potentialisation des effets antiarythmiques, ainsi que des effets indésirables neurologiques, par diminution du métabolisme hépatique de la phénytoïne par l’amiodarone.",,14
AMIODARONE,SIMVASTATINE,amiodarone,simvastatine,moderate,PE,Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse (diminution du métabolisme hépatique de la simvastatine).,Ne pas dépasser la posologie de 20 mg/j de simvastatine ou utiliser une autre statine non concernée par ce type d’interaction.,14
AMIODARONE,SOFOSBUVIR,amiodarone,sofosbuvir,high,ASDEC,"Survenue de bradycardie éventuellement brutale, pouvant avoir des conséquences fatales.","Si l'association ne peut être évitée, surveillance clinique et ECG étroite, en particulier pendant les premières semaines de traitement. Une surveillance continue en milieu hospitalier est requise pendant les 48 heures qui suivent la co-adminsitration. Prendre en compte la longue demi-vie de l'amiodarone chez les patients l'ayant arrêtée au cours des derniers mois et qui doivent débuter un traitement contenant du sofosbuvir.",14
AMIODARONE,TACROLIMUS,amiodarone,tacrolimus,moderate,PE,Augmentation des concentrations sanguines de tacrolimus par inhibition de son métabolisme par l’amiodarone.,"Dosage des concentrations sanguines de tacrolimus, contrôle de la fonction rénale et adaptation de la posologie de tacrolimus pendant l’association et à l’arrêt de l’amiodarone.",14
AMIODARONE,TALAZOPARIB,amiodarone,talazoparib,moderate,PE,Augmentation des concentrations de talazoparib avec risque de majoration de la toxicité.,Réduire la dose de talazoparib.,14
AMIODARONE,TAMSULOSINE,amiodarone,tamsulosine,moderate,PE,"Risque de majoration des effets indésirables de la tamsulosine, par inhibition de son métabolisme hépatique.","Surveillance clinique et adaptation de la posologie de la tamsulosine pendant le traitement par l’inhibiteur enzymatique et après son arrêt, le cas échéant.",14
AMIODARONE,TOLVAPTAN,amiodarone,tolvaptan,moderate,PE,"Augmentation des concentrations de tolvaptan, avec risque de majoration importante des effets indésirables, notamment diurèse importante, déshydratation, insuffisance rénale aiguë.",Réduire la posologie de tolvaptan de moitié.,15
AMIODARONE,VÉNÉTOCLAX,amiodarone,venetoclax,moderate,PE,Risque d’augmentation des effets indésirables du vénétoclax par diminution de son métabolisme hépatique.,"Surveillance clinique et biologique régulière, notamment hématologique, et adaptation de la posologie du vénétoclax.",15
